credit_card_number,ipv4           ,state
630473667669      ,10.156.68.242  ,PA
630470842091      ,192.168.181.22 ,NJ
5387758558023433  ,192.168.165.183,MS
676219286173      ,172.26.63.180  ,IL
589219356666      ,10.107.38.204  ,WY
2225274531882765  ,10.135.12.76   ,MT
675983504324      ,10.250.204.96  ,CT
639093624653      ,10.66.200.229  ,NH
60488391198       ,10.40.174.86   ,TX
562969443554      ,172.31.192.234 ,ND
675980416811      ,10.117.7.221   ,IL
580865427950      ,172.20.156.28  ,WA
30274521293782    ,10.234.233.115 ,MT
5353063188375083  ,172.28.197.87  ,FL
676396547702      ,172.29.84.131  ,IN
5332835921907785  ,10.93.175.161  ,NC
676314526879      ,172.30.237.161 ,SC
30265543264074    ,192.168.17.93  ,ID
567985576956      ,192.168.111.90 ,CO
2222108255360967  ,172.25.240.205 ,RI
30317558078467    ,192.168.190.155,RI
676262585588      ,10.132.113.223 ,VA
676191948121      ,172.24.236.111 ,IN
60438252094       ,10.243.50.13   ,TX
30235437732189    ,192.168.20.83  ,DE
580026542945      ,10.141.146.8   ,KY
60433497819       ,10.255.193.156 ,AK
2229481310209716  ,172.17.178.15  ,IN
30274719050986    ,10.125.148.119 ,VA
30300644647255    ,10.179.135.119 ,WV
30333841182024    ,172.27.126.174 ,MN
676202246481      ,192.168.49.143 ,VA
5309059955062891  ,172.29.30.141  ,WY
60407249485       ,192.168.178.214,WV
676327490147      ,192.168.33.208 ,UT
575560672397      ,192.168.213.68 ,MA
2221843879467134  ,192.168.148.225,DE
30303067377277    ,192.168.229.126,OR
2223589626900095  ,10.245.224.84  ,ND
675908630253      ,10.61.197.40   ,FL
676134613493      ,172.28.186.178 ,CT
30286363313288    ,192.168.202.130,KS
676201215529      ,10.20.198.47   ,OR
2221054984914206  ,10.244.123.99  ,UT
676253049271      ,172.19.1.255   ,CA
60432084543       ,10.174.60.167  ,VA
5302033420668233  ,10.28.223.0    ,AZ
5317616671931145  ,172.26.139.215 ,NM
630424467847      ,172.24.58.43   ,DE
585963582549      ,192.168.50.238 ,UT
583159552574      ,192.168.185.199,NC
676380921087      ,10.213.184.209 ,IN
583499124183      ,192.168.56.194 ,WA
30253156377458    ,192.168.94.204 ,TN
2227593993058376  ,192.168.177.147,CO
589957607411      ,172.25.72.124  ,OK
60450016518       ,10.43.98.176   ,UT
5338659327494279  ,10.61.42.168   ,AR
60473963340       ,172.20.174.166 ,WV
565372247389      ,192.168.69.16  ,AZ
30366581756227    ,192.168.110.65 ,NC
60446604419       ,10.108.204.146 ,OK
5374455009795132  ,192.168.156.82 ,PA
30349145266388    ,172.23.124.158 ,NY
2226723204227343  ,192.168.157.204,AZ
675987705356      ,192.168.34.105 ,AK
30222436946044    ,192.168.87.242 ,SD
676292872535      ,172.27.152.230 ,AK
676281961950      ,192.168.9.152  ,ID
675968373661      ,172.31.85.82   ,MS
5381039012622201  ,10.80.130.33   ,AK
5389299500849219  ,10.198.176.69  ,VA
630441496233      ,172.16.61.121  ,DE
60420902391       ,172.22.99.131  ,CO
30282373950037    ,172.27.193.51  ,MN
30365351027512    ,172.20.90.88   ,AR
676339633676      ,192.168.238.44 ,WA
2225119722995969  ,10.179.95.99   ,NH
2227587234874716  ,172.24.49.184  ,AZ
5303503232423224  ,10.236.133.212 ,KS
2229853490350785  ,192.168.137.185,NM
30353729277647    ,172.30.150.86  ,AZ
676191792214      ,10.62.65.14    ,CO
30365009900532    ,172.16.193.176 ,MI
588066006523      ,10.227.227.241 ,WI
5328904169559561  ,192.168.192.227,AL
676207640472      ,192.168.124.39 ,IN
2222738566949213  ,172.28.156.81  ,ME
676353997270      ,192.168.4.118  ,FL
5381211466220028  ,172.20.38.185  ,NE
5306825988364402  ,172.21.112.30  ,MT
580227454593      ,192.168.65.132 ,OR
5320048048272422  ,10.113.173.161 ,MA
5375764374850292  ,192.168.197.82 ,NE
675981755464      ,10.86.115.50   ,MN
30350998303930    ,172.28.135.187 ,NC
578781787861      ,10.229.35.16   ,UT
581755244893      ,192.168.78.215 ,MA
565897708048      ,10.149.242.198 ,MS
30392400274192    ,172.21.210.184 ,MI
676104667172      ,192.168.71.149 ,SC
676236440852      ,192.168.132.90 ,VT
630456250236      ,10.127.247.31  ,UT
5395256162395826  ,172.27.6.113   ,WI
30226538131827    ,172.16.153.81  ,VA
2226897141339278  ,192.168.67.23  ,MN
30265490353680    ,172.27.248.111 ,AZ
5365244360485116  ,10.92.145.199  ,IL
5389337500374471  ,172.27.111.142 ,NM
2229616555907280  ,10.117.169.81  ,UT
676240155785      ,172.24.33.107  ,ND
2228130433341200  ,172.29.98.124  ,WA
30398427153632    ,172.26.24.238  ,AL
5319692067726942  ,10.23.182.207  ,WY
2228909075006373  ,172.22.209.219 ,GA
60420382966       ,10.44.119.68   ,IA
5306892286839741  ,10.72.11.153   ,CA
60435416312       ,10.101.148.114 ,NE
564316800833      ,10.49.222.182  ,GA
2226734012748248  ,172.31.202.111 ,VT
2226508529495356  ,172.19.187.118 ,CT
579294408698      ,172.23.9.184   ,KS
30249947791593    ,172.30.157.227 ,DE
639091055736      ,172.19.112.179 ,MA
583878698849      ,172.31.170.43  ,KS
561865375308      ,10.191.152.67  ,MD
2224758294994982  ,10.230.213.17  ,NY
30385105387657    ,172.27.52.168  ,OR
2226801583592857  ,172.31.131.80  ,OR
30357969566726    ,10.187.91.224  ,MS
676124179182      ,10.57.201.138  ,DC
60405139936       ,10.7.204.172   ,WA
30283609442625    ,192.168.230.236,FL
676270836973      ,192.168.227.145,MT
639041324265      ,192.168.92.192 ,KY
630425376633      ,10.55.180.101  ,NM
639066536488      ,10.240.225.60  ,MS
675912015095      ,10.186.110.8   ,MT
572724587504      ,172.21.135.144 ,ID
60434431569       ,172.28.191.210 ,VA
30301448402731    ,172.25.122.205 ,ND
30250302340877    ,10.112.52.106  ,WI
572091017457      ,172.26.104.128 ,SD
675978796885      ,172.19.59.48   ,AK
30202050096490    ,192.168.220.1  ,WI
586711125912      ,172.30.225.251 ,ND
586972862609      ,10.178.147.167 ,AL
2227551486146389  ,172.23.206.14  ,MO
630487686804      ,172.18.48.228  ,UT
60450181700       ,192.168.130.92 ,UT
676274576682      ,192.168.133.177,NV
30381651812180    ,10.162.174.113 ,NM
30213611354534    ,192.168.115.225,NY
630402010338      ,10.51.68.191   ,MS
2222246786318482  ,192.168.181.3  ,MA
675907530181      ,10.40.61.122   ,AK
30311193256364    ,172.27.36.102  ,RI
676241738506      ,192.168.181.226,IA
5314159631870494  ,192.168.161.167,NV
676274076139      ,192.168.237.134,NY
576350763057      ,172.25.130.236 ,MD
60479328621       ,172.27.248.170 ,KY
30227187071348    ,192.168.173.43 ,SC
5313835525054862  ,10.104.194.15  ,VT
2229969644508837  ,10.25.8.6      ,WI
584642272465      ,172.28.91.105  ,WI
30291351619894    ,10.230.245.58  ,LA
676281508538      ,172.18.3.241   ,OK
579228644376      ,172.18.243.79  ,DE
639026165576      ,172.25.186.213 ,CA
675947165048      ,172.24.55.171  ,WY
675933319484      ,172.20.163.54  ,NH
60485131506       ,172.27.210.203 ,DC
566110569811      ,10.34.101.240  ,SC
676353987438      ,10.8.197.247   ,KS
676223466803      ,192.168.135.62 ,WA
30301672248529    ,172.18.119.183 ,WY
60431442437       ,10.53.61.62    ,IN
580282656421      ,10.196.96.130  ,CT
5379903276480628  ,192.168.151.191,CA
676166662848      ,192.168.24.43  ,SC
676133738622      ,10.187.37.240  ,IN
676220879701      ,172.17.81.212  ,OR
583761120836      ,10.112.129.66  ,CO
676241614988      ,172.19.32.194  ,AR
2222128153461410  ,192.168.150.129,ID
630400656231      ,172.28.104.205 ,MS
30274299924766    ,172.27.70.112  ,DC
60424050205       ,10.176.157.5   ,DE
60408489197       ,192.168.111.174,HI
676102980379      ,172.23.129.59  ,ME
676127387394      ,172.31.20.246  ,CA
581537476359      ,192.168.13.169 ,KY
582893502150      ,172.22.219.194 ,UT
572378147811      ,192.168.14.115 ,IN
577592041989      ,10.116.148.129 ,SC
675964833759      ,192.168.239.120,NY
60460032018       ,172.24.172.229 ,AZ
676363099521      ,192.168.90.139 ,NJ
630407630858      ,172.18.202.144 ,AZ
639004703638      ,10.153.174.205 ,SC
5379368850284590  ,172.31.38.130  ,VT
675978447877      ,172.29.226.90  ,ND
676381968293      ,192.168.142.35 ,AZ
2226143747151183  ,192.168.147.213,GA
30328894387934    ,172.24.226.11  ,VT
30235828836367    ,10.170.9.5     ,LA
30384586716740    ,10.104.12.183  ,ND
2223446572730424  ,172.19.236.174 ,KY
675969734689      ,192.168.231.1  ,NM
562846321528      ,10.153.84.23   ,SC
5349295069578305  ,10.251.23.149  ,TX
561417604726      ,192.168.39.153 ,MS
5376107326236302  ,192.168.75.86  ,SC
563097559600      ,172.20.113.55  ,TN
580840879374      ,172.31.38.212  ,SD
30395233949278    ,10.120.0.108   ,AK
676237135592      ,192.168.218.159,OK
639028678238      ,172.17.7.128   ,KY
675962943816      ,10.191.22.227  ,NH
2229111665101610  ,172.26.222.28  ,LA
572702227198      ,172.22.176.215 ,NE
5342787880398456  ,172.28.158.40  ,OR
676151684948      ,172.27.135.33  ,NY
676211379067      ,10.208.219.166 ,DC
2223522029965837  ,10.135.29.214  ,TN
60487455226       ,10.161.151.192 ,MA
30254188023243    ,10.184.201.154 ,VT
569705063935      ,192.168.252.151,VA
676372877958      ,172.18.136.7   ,WA
30371117091636    ,172.21.109.110 ,MO
676185825277      ,10.118.103.114 ,HI
5369521273977198  ,10.196.215.222 ,NC
5343936240574715  ,192.168.209.255,DE
676390763909      ,172.22.180.104 ,NV
5300293298577286  ,192.168.21.158 ,HI
5385464392022457  ,192.168.17.192 ,NE
5355360067923969  ,192.168.2.232  ,WI
630408077331      ,172.29.216.21  ,ME
2223524854751225  ,192.168.73.60  ,NJ
2227843877631107  ,172.29.238.210 ,MN
676328079410      ,10.250.178.15  ,NM
2226508428025916  ,10.58.166.178  ,AL
639088515908      ,172.18.138.90  ,RI
5353808897487870  ,10.106.203.131 ,OR
675986086618      ,172.29.12.196  ,WA
30332161535787    ,192.168.47.70  ,WV
30345755979401    ,172.31.39.242  ,GA
574856146976      ,10.233.204.18  ,PA
568531986731      ,10.151.177.194 ,CA
5304679715556976  ,10.255.88.251  ,ME
30250547447768    ,172.30.75.36   ,MN
569186697490      ,10.102.199.4   ,UT
584606061896      ,192.168.132.58 ,MI
676280261352      ,192.168.182.85 ,WV
5391615418669157  ,172.30.64.9    ,KY
584742507802      ,192.168.181.99 ,KS
676167798930      ,10.65.88.179   ,MN
676357465860      ,172.31.14.203  ,MA
2228602564095540  ,192.168.74.130 ,OH
630484824762      ,172.22.232.99  ,NC
30354463696125    ,172.20.106.177 ,NH
60431091754       ,172.22.63.167  ,VT
30338011744396    ,192.168.203.57 ,NJ
5389501874120063  ,10.237.51.244  ,OK
676129819022      ,172.29.113.214 ,NJ
30325306054193    ,172.26.180.2   ,OH
2228998741865825  ,172.29.136.156 ,LA
30219504505074    ,10.110.92.124  ,TX
30394671634286    ,10.139.215.168 ,TN
676337607771      ,172.17.61.121  ,NH
676188808569      ,172.28.209.89  ,WY
30342303145155    ,172.19.50.8    ,CT
30368933652401    ,10.67.38.183   ,NJ
675942768721      ,192.168.227.110,MA
2229517645226865  ,10.137.152.190 ,MT
60454892294       ,192.168.238.60 ,MI
676208585767      ,192.168.56.237 ,NH
676232615036      ,172.23.3.27    ,AR
581275271988      ,10.65.172.52   ,FL
568126093349      ,10.38.125.30   ,FL
575424941913      ,192.168.141.59 ,WI
30396658410630    ,192.168.101.236,WA
60419413285       ,10.78.26.161   ,NC
581718770018      ,10.148.167.89  ,GA
30213510615423    ,10.72.56.84    ,WA
60470852421       ,192.168.61.179 ,TX
2221637253615403  ,192.168.160.170,CO
5353456796043798  ,172.20.192.179 ,TX
60479456729       ,192.168.47.17  ,MO
560887277369      ,172.31.74.165  ,IN
630456401599      ,10.137.249.176 ,WV
60461699401       ,192.168.196.146,CA
564197673564      ,172.24.13.50   ,MN
2229358657297464  ,192.168.67.61  ,CA
570379260526      ,192.168.113.199,DC
676280160893      ,10.237.76.154  ,MT
30264373061460    ,192.168.140.122,PA
630447067350      ,10.189.218.196 ,MD
2221556695305284  ,192.168.184.93 ,DC
30266257408741    ,172.25.75.168  ,KS
568643746239      ,172.27.186.6   ,IL
675930627392      ,10.3.228.245   ,PA
2221945251666231  ,10.28.172.196  ,AZ
676312582213      ,192.168.217.3  ,DC
566785555228      ,172.19.89.220  ,VA
630419517705      ,192.168.119.149,MA
30336501871398    ,172.24.100.247 ,MO
2229821271835324  ,172.18.250.179 ,KS
30298636741351    ,192.168.123.245,MS
676205542944      ,192.168.205.224,CO
564746276422      ,192.168.204.241,AR
583510159093      ,172.18.208.31  ,MS
5362438858351490  ,192.168.132.169,MA
587279646760      ,192.168.136.201,CO
630499882847      ,192.168.159.239,VT
676241937363      ,172.19.163.193 ,LA
5322483886732740  ,10.203.236.200 ,AR
639071228089      ,10.14.40.139   ,CA
676222888866      ,192.168.223.2  ,FL
676187151839      ,172.28.192.130 ,IL
569293769216      ,10.13.193.151  ,NE
675948396105      ,10.28.71.82    ,TN
5382027587330515  ,192.168.204.93 ,KS
675935884303      ,192.168.185.101,FL
2227609250510196  ,172.21.215.47  ,MA
561123614464      ,192.168.160.169,WV
639024065448      ,192.168.43.21  ,IN
30206432247903    ,192.168.84.12  ,ND
639070303594      ,192.168.244.86 ,NH
630440802449      ,10.151.15.121  ,CO
60424059776       ,10.214.38.153  ,SC
630439145073      ,172.24.88.57   ,AL
571992088849      ,192.168.240.44 ,MO
30289903614777    ,192.168.28.32  ,UT
639035867626      ,172.21.31.141  ,PA
586909674192      ,10.16.204.28   ,FL
2226589650894468  ,10.171.116.179 ,NV
639080471670      ,192.168.75.161 ,SC
639051993355      ,172.25.114.164 ,CT
630441688235      ,192.168.26.25  ,ND
585473989093      ,172.25.126.26  ,AK
30322768637243    ,172.31.53.55   ,MT
639019857148      ,192.168.33.87  ,MI
5345228882904196  ,172.16.66.25   ,NV
675928095065      ,10.234.128.249 ,NC
676155414847      ,192.168.212.148,GA
587682102146      ,10.27.140.172  ,SD
2222435413531886  ,192.168.218.235,WY
578305838513      ,10.153.106.250 ,NV
5384629251492519  ,172.28.116.179 ,IA
639082004818      ,10.233.222.124 ,WY
566088847256      ,10.57.184.147  ,KY
583400194259      ,10.169.158.55  ,MA
630489210439      ,192.168.183.45 ,RI
676170125477      ,10.251.2.217   ,GA
5330387830947496  ,10.181.60.209  ,AZ
2228837194815897  ,192.168.44.145 ,MO
30258365047552    ,192.168.252.7  ,IN
2223971282196533  ,192.168.119.25 ,MA
676104129579      ,172.23.170.65  ,MO
5379660837766412  ,172.17.131.93  ,PA
676300563951      ,192.168.165.187,OK
30288689419054    ,172.18.181.186 ,MI
60480700321       ,192.168.212.18 ,KY
583379145340      ,172.28.219.37  ,ID
630494976339      ,192.168.86.105 ,NC
30312101292392    ,10.208.36.27   ,CA
2224324868426859  ,172.26.126.149 ,UT
60404331104       ,192.168.208.231,AZ
2227216694589792  ,192.168.216.146,NY
581888639290      ,192.168.38.129 ,LA
2222176146250036  ,192.168.41.242 ,WA
30386696925970    ,172.25.33.82   ,SC
30336774277315    ,172.21.8.79    ,WI
676161297525      ,192.168.163.181,NH
30255505550222    ,192.168.59.133 ,NY
60471403695       ,192.168.85.224 ,FL
676351402075      ,192.168.185.39 ,IL
676212361916      ,10.49.38.34    ,OH
579686343180      ,192.168.194.29 ,NM
30335873504199    ,192.168.79.101 ,TN
560405180913      ,10.105.64.115  ,KY
30270260611648    ,192.168.253.217,AZ
5338024691989885  ,192.168.114.80 ,LA
2225810960709043  ,192.168.25.5   ,LA
30360187192309    ,10.55.83.236   ,AK
30225251509516    ,10.160.191.69  ,MN
639049944528      ,172.22.45.229  ,KS
675967636340      ,172.26.112.117 ,NE
30284869474118    ,172.27.46.185  ,ID
570251692630      ,172.30.201.79  ,MN
5364858133820894  ,172.29.131.216 ,WA
2227209361393267  ,192.168.91.117 ,MI
630490463076      ,10.13.241.175  ,FL
675909269143      ,192.168.247.75 ,VT
60428222495       ,10.178.25.95   ,TN
5393225594978493  ,10.76.170.211  ,TX
5351790706967239  ,172.18.231.74  ,MD
566166528877      ,192.168.76.60  ,DE
30349455122486    ,10.163.100.193 ,WY
587175465521      ,10.148.128.120 ,WY
5335235003415434  ,10.98.162.208  ,GA
676367543417      ,172.27.141.170 ,AR
2225377188720079  ,10.32.248.29   ,MO
5359751289595666  ,10.139.204.59  ,FL
2226842817921496  ,192.168.84.188 ,WV
639023679272      ,192.168.22.145 ,MO
630481476616      ,172.17.63.62   ,WY
561432871722      ,10.81.170.33   ,PA
676304089003      ,192.168.92.131 ,MO
2229102954099649  ,172.26.255.87  ,OR
676197302398      ,10.159.135.2   ,GA
639091059233      ,10.176.224.9   ,OR
2229884586460394  ,10.141.119.231 ,VT
60459299727       ,172.25.88.158  ,HI
577635499780      ,192.168.146.38 ,LA
2222671575343898  ,172.30.180.98  ,CO
2225496140148912  ,10.150.134.179 ,HI
675970569033      ,172.19.181.131 ,ND
676135427224      ,10.9.37.101    ,SD
565734887104      ,192.168.18.66  ,IL
675988789003      ,172.26.181.168 ,VT
2229573506512869  ,192.168.34.101 ,IN
569739033524      ,172.26.61.232  ,CT
676329954843      ,10.29.61.73    ,NH
5330957223507493  ,192.168.191.84 ,KY
639095889619      ,192.168.6.212  ,WA
30333725124811    ,172.23.140.49  ,AK
676389929974      ,192.168.191.225,OR
30244904383476    ,172.24.219.214 ,NV
5384457677253525  ,10.38.86.218   ,WI
2221692019214520  ,172.22.251.112 ,AL
5370683090259122  ,192.168.40.206 ,NH
5361991372592420  ,10.70.246.227  ,AL
2226517762324405  ,192.168.169.200,UT
5339726169030880  ,172.30.110.101 ,HI
30338283544177    ,10.165.4.189   ,MO
60457134280       ,172.23.152.89  ,UT
30223494692181    ,172.25.219.252 ,WI
567740937170      ,10.184.70.171  ,ME
30397711239909    ,192.168.159.56 ,TX
583398374004      ,192.168.111.214,PA
5388742690648967  ,172.24.46.147  ,MD
2222883393489247  ,192.168.19.137 ,DE
2224440034888820  ,192.168.126.177,UT
639093284573      ,192.168.192.100,OK
560306275507      ,172.17.169.253 ,HI
676109839347      ,10.24.56.151   ,SC
2226513468542200  ,192.168.42.214 ,GA
676368591860      ,172.17.41.228  ,NM
5389129485859299  ,10.152.16.133  ,MO
30361515679397    ,192.168.154.215,PA
2228269034558273  ,10.82.228.116  ,ND
5393816073210760  ,10.21.230.170  ,IN
577218352828      ,10.119.52.57   ,MN
675962894829      ,172.29.179.155 ,UT
639050687941      ,172.31.154.112 ,ID
30250184517477    ,10.116.238.246 ,WA
30239208497428    ,172.28.157.82  ,ND
30312251723303    ,192.168.89.8   ,VT
630468050673      ,172.24.175.166 ,RI
2223858460128802  ,10.201.1.219   ,RI
568898568338      ,10.244.202.163 ,UT
2229445487219741  ,10.166.203.194 ,NV
570965914205      ,10.187.156.185 ,AZ
30220197171778    ,172.22.80.9    ,OR
5359351231800403  ,10.236.173.149 ,AR
5388599168253229  ,192.168.181.221,NJ
579059642077      ,192.168.127.119,SD
675982860420      ,172.17.145.43  ,ND
676219521264      ,192.168.217.17 ,VA
560715072628      ,172.20.148.141 ,NC
572994272175      ,10.136.128.91  ,MO
60465295859       ,10.27.182.120  ,RI
5390428603115072  ,192.168.5.171  ,CO
2226796621067682  ,172.26.150.96  ,SC
2227194079296475  ,172.31.76.213  ,AZ
60428880458       ,10.55.208.237  ,FL
561505391392      ,172.21.103.64  ,MA
676284984140      ,10.27.166.30   ,NV
5320830851394306  ,192.168.119.146,MO
60469354330       ,172.29.15.43   ,SD
30220698861109    ,192.168.165.165,KY
570681143477      ,10.57.62.184   ,MO
639088901744      ,172.26.188.142 ,SD
2229286050752167  ,192.168.57.78  ,AZ
2228704204928195  ,172.24.91.163  ,IN
30265412464409    ,172.28.117.255 ,WI
30233268234300    ,172.18.65.13   ,MN
60469642346       ,10.52.77.121   ,OK
676135448162      ,10.167.184.204 ,NJ
2222054187486191  ,10.186.33.164  ,NH
30324271853523    ,172.16.42.250  ,MN
60466344201       ,192.168.142.73 ,IN
30377552706968    ,10.81.113.72   ,WI
5316186331256268  ,10.15.231.241  ,TX
30223956888954    ,172.30.100.23  ,HI
30229870828398    ,192.168.45.10  ,NE
675989745319      ,172.18.77.149  ,AL
675919523877      ,10.248.160.111 ,GA
563725593369      ,172.28.127.119 ,AR
676262052902      ,10.191.211.171 ,NC
630446780854      ,172.26.225.82  ,NV
586019285582      ,192.168.245.156,MN
585403689888      ,10.7.70.111    ,TX
564887515463      ,172.30.136.187 ,SC
5381132573633624  ,172.20.166.93  ,CA
676289543297      ,172.16.237.18  ,NJ
5306953816734230  ,192.168.38.255 ,UT
676198275973      ,192.168.252.79 ,TN
580252151213      ,192.168.34.234 ,WI
675910789477      ,10.189.32.104  ,MO
676249958478      ,172.28.57.194  ,ND
2224901897129453  ,192.168.217.6  ,AL
2222877837747657  ,192.168.78.43  ,OH
639069337488      ,192.168.45.187 ,MT
60407562432       ,192.168.255.69 ,WV
676274953204      ,172.21.6.36    ,GA
630446293502      ,10.92.136.145  ,ME
560586154190      ,192.168.84.208 ,NE
676156768811      ,10.203.124.87  ,SD
30250648946353    ,192.168.201.204,ND
675910079382      ,172.30.48.8    ,TX
572903516985      ,10.13.18.143   ,AK
5317691376778760  ,192.168.239.187,OR
676234312285      ,172.22.83.202  ,NM
60426131474       ,172.28.190.244 ,WV
570357480146      ,172.27.169.227 ,TN
30399397611641    ,10.71.70.178   ,LA
30309739105707    ,192.168.94.66  ,AK
30365436146568    ,192.168.140.16 ,NJ
2227817309748580  ,10.153.240.0   ,PA
30396577717867    ,172.31.145.87  ,NV
676135151469      ,10.248.15.161  ,KS
676190816840      ,172.29.69.10   ,NE
30281234919785    ,192.168.215.54 ,OR
565938537323      ,172.29.49.207  ,IN
639010746712      ,10.158.156.86  ,AL
5393039081997381  ,10.2.218.230   ,ND
2226925393043668  ,192.168.129.166,SC
676209486866      ,192.168.50.70  ,DC
579696073827      ,10.62.209.61   ,CA
5330744401395333  ,10.252.57.189  ,ME
2225797377463720  ,172.27.43.218  ,IN
2225415814869371  ,172.18.253.192 ,NM
60417335233       ,10.255.28.83   ,AR
30295472003318    ,192.168.142.22 ,SD
639037619504      ,192.168.159.6  ,MD
676124590206      ,10.102.157.247 ,MA
630470232913      ,172.31.2.42    ,CT
563610928282      ,10.222.62.76   ,SC
5304935740929822  ,10.225.107.133 ,OH
60475111989       ,172.25.120.11  ,WI
60440715385       ,172.18.45.245  ,KY
676280590776      ,172.27.197.238 ,IL
5391738763524486  ,172.29.254.170 ,ME
567699177141      ,10.217.229.245 ,NY
574818499398      ,10.198.225.93  ,MA
568872366501      ,10.186.231.212 ,ID
30369149948344    ,172.23.214.201 ,AZ
5348412500993651  ,10.244.74.249  ,OR
60445359387       ,10.222.252.154 ,TX
676303316225      ,172.28.98.114  ,NY
30375287383988    ,10.9.85.235    ,NY
2223524068066873  ,172.19.27.230  ,MI
630424011314      ,10.238.95.226  ,NY
5387900283338773  ,172.19.18.248  ,VA
676358497920      ,172.20.133.16  ,IA
639063900430      ,10.53.117.240  ,NM
630403044872      ,192.168.86.64  ,RI
574890649902      ,192.168.46.59  ,OR
5334554137960995  ,192.168.232.61 ,WV
676246148719      ,192.168.156.195,MN
5361958271474653  ,172.16.3.93    ,FL
30393581568519    ,10.109.4.196   ,HI
567510430588      ,172.27.99.70   ,CO
676189094086      ,10.41.122.121  ,TX
2221420534602726  ,192.168.254.237,NJ
580732057386      ,172.19.233.144 ,WA
60488752472       ,172.28.183.22  ,OK
60457635732       ,10.100.65.200  ,WA
5376449182080923  ,172.17.39.63   ,ME
60469898815       ,10.149.141.65  ,GA
569126296478      ,10.48.241.120  ,MN
567372208890      ,192.168.189.123,GA
630432588543      ,192.168.254.18 ,NE
639086218216      ,10.223.76.103  ,SD
676193838585      ,192.168.57.81  ,CO
675985033256      ,192.168.24.67  ,OR
5338223160073144  ,10.95.154.100  ,NV
676134328043      ,192.168.149.93 ,MN
5337572027319004  ,172.28.22.220  ,FL
2226941945421286  ,172.16.52.19   ,NH
5373846483815936  ,192.168.195.83 ,WY
563182272176      ,172.29.159.216 ,NV
576566950340      ,192.168.251.210,RI
5313473405739558  ,172.25.111.216 ,DC
5320981090376883  ,10.102.135.134 ,OR
675986815743      ,10.69.73.48    ,RI
2228242842259764  ,172.18.175.176 ,NY
576262152852      ,172.20.27.156  ,TX
676290058186      ,10.197.101.43  ,ND
5308961324711135  ,10.165.80.168  ,CA
676147068586      ,10.209.175.88  ,KS
563008875194      ,172.22.166.198 ,IL
2228094718753606  ,192.168.111.183,KY
30208584010378    ,192.168.11.16  ,TN
576165121814      ,10.147.150.57  ,ND
676387714204      ,192.168.194.123,CA
675966856345      ,172.27.91.62   ,OK
5325183621839134  ,172.17.46.38   ,MA
60409189408       ,192.168.43.234 ,MD
30373529098290    ,192.168.105.186,OR
2223206546236357  ,10.72.133.57   ,HI
30208328075364    ,192.168.30.35  ,MN
2224988921703049  ,172.30.72.60   ,MS
30314913451372    ,192.168.132.32 ,VT
676327194574      ,172.25.196.255 ,WA
575302078689      ,192.168.242.189,VT
675988005798      ,10.192.202.90  ,NM
30283041444551    ,172.25.16.161  ,MA
675997379143      ,10.24.229.209  ,IA
676268463129      ,172.29.141.222 ,SC
5386334975822269  ,10.79.191.5    ,TX
630450892611      ,172.22.162.55  ,UT
676141796802      ,10.8.252.121   ,WV
30256672548866    ,192.168.126.44 ,KY
5356750450318422  ,172.31.38.93   ,IA
577006897315      ,10.84.208.88   ,VT
676226514682      ,192.168.175.68 ,WA
2226492518490100  ,10.254.198.251 ,TX
676278202954      ,172.29.98.107  ,MN
675932385395      ,192.168.84.152 ,NY
570100363722      ,192.168.152.237,TX
2226000549587271  ,172.29.20.113  ,MS
675936015220      ,172.28.81.89   ,CA
60410916138       ,172.24.166.104 ,NH
676332300612      ,10.49.3.64     ,AZ
630461282372      ,10.131.113.111 ,OH
60445466844       ,10.184.170.88  ,WI
583179245506      ,10.73.63.146   ,ND
588902032998      ,192.168.218.245,MI
639089716281      ,10.7.39.154    ,PA
675926754713      ,10.211.245.0   ,OH
588899925279      ,172.18.155.197 ,NE
588850949938      ,10.123.62.9    ,SD
676155829333      ,172.31.33.206  ,IN
676138641235      ,172.20.168.69  ,NJ
676213455451      ,10.33.67.188   ,VT
675984327543      ,10.31.105.7    ,MN
564626574896      ,10.161.69.151  ,NE
30386175068367    ,10.66.150.68   ,RI
2223654793610917  ,10.58.181.106  ,MN
567625936941      ,192.168.4.179  ,NV
675937430188      ,172.22.157.177 ,MD
566051002772      ,192.168.52.150 ,NV
30243523391621    ,10.238.169.1   ,NV
675911545522      ,172.29.123.168 ,HI
30386359463772    ,192.168.254.77 ,KY
639033669826      ,192.168.30.56  ,IN
639048931658      ,172.29.70.51   ,WA
5353746991430000  ,10.155.226.147 ,SD
30214115232176    ,172.25.88.231  ,LA
639042281522      ,172.19.109.21  ,WY
30387274459143    ,10.63.136.60   ,NC
30336907359055    ,192.168.80.92  ,ND
676165047306      ,172.27.16.18   ,FL
2224642341131766  ,10.148.66.224  ,MN
5344683736939742  ,192.168.139.53 ,AL
676149283704      ,10.189.175.153 ,SC
676276080980      ,172.16.135.226 ,WA
676189521005      ,10.183.44.124  ,MT
30251010250952    ,10.154.238.101 ,MT
676379528315      ,172.31.74.108  ,MA
676150820790      ,192.168.88.244 ,WA
60403656469       ,172.23.28.121  ,CO
2228334114841633  ,172.29.248.78  ,CO
5327581929713166  ,10.24.67.87    ,WI
30287377159287    ,10.217.176.105 ,WY
565911066118      ,10.179.116.68  ,VA
